Date,Open,High,Low,Close,Volume,Company
03/15/2019,18.4,18.45,17.75,18.4,2500,SASN
03/14/2019,18.05,18.45,17.5,18.05,500,SASN
03/13/2019,18.5,18.5,18.5,18.5,100,SASN
11/03/2019,17.15,18.15,16.15,17.15,15600,SASN
08/03/2019,17,17.05,17,17,2000,SASN
07/03/2019,17.05,17.5,17,17.05,8600,SASN
06/03/2019,17.4,17.4,17.4,17.4,153800,SASN
05/03/2019,17.5,17.55,17.4,17.5,153800,SASN
04/03/2019,17.4,17.5,17,17.4,800,SASN
01/03/2019,17.55,17.95,17.2,17.55,300,SASN
02/28/2019,18.85,19,17.6,18.85,2700,SASN
02/27/2019,17.9,19,17.5,17.9,800,SASN
02/26/2019,19.25,20,18.5,19.25,200,SASN
02/25/2019,18.2,19,18,18.2,1400,SASN
02/22/2019,19.05,20.5,18,19.05,44600,SASN
02/21/2019,19,20,19,19,58100,SASN
02/20/2019,19,20.8,19,19,25200,SASN
02/19/2019,19,19,19,19,93500,SASN
02/18/2019,20.55,20.9,19.75,20.55,400,SASN
02/15/2019,20.65,21.95,20.5,20.65,2900,SASN
02/14/2019,20.1,20.65,19,20.1,16300,SASN
02/13/2019,20.5,20.5,20.5,20.5,200,SASN
12/02/2019,20.55,20.95,20.5,20.55,500,SASN
11/02/2019,20.65,20.95,19.05,20.65,3600,SASN
08/02/2019,19.05,21,19,19.05,9900,SASN
07/02/2019,20.95,20.95,20.95,20.95,400,SASN
06/02/2019,20.95,21,20,20.95,6700,SASN
05/02/2019,20,21,20,20,5500,SASN
04/02/2019,19.1,19.1,19.1,19.1,500,SASN
01/02/2019,20,20,20,20,700,SASN
01/31/2019,19.25,19.65,19,19.25,1400,SASN
01/30/2019,19.25,20,19,19.25,2200,SASN
01/29/2019,19.2,20,19,19.2,2300,SASN
01/28/2019,19.15,19.5,19,19.15,2500,SASN
01/25/2019,19.3,20,17.75,19.3,2300,SASN
01/24/2019,19.65,20,19.65,19.65,4100,SASN
01/23/2019,19.45,19.6,19,19.45,3300,SASN
01/22/2019,19.1,19.6,19,19.1,500,SASN
01/21/2019,19.1,19.5,19.05,19.1,1000,SASN
01/18/2019,19.5,19.65,19.5,19.5,4500,SASN
01/17/2019,19.5,19.5,19.45,19.5,13400,SASN
01/16/2019,19,19.8,19,19,503200,SASN
01/15/2019,19.65,20,19.15,19.65,400,SASN
01/14/2019,19.8,20,19.5,19.8,900,SASN
10/01/2019,19.05,19.05,19.05,19.05,100,SASN
09/01/2019,19.15,20.3,19,19.15,3600,SASN
07/01/2019,20.3,20.75,20,20.3,3500,SASN
04/01/2019,20,20.75,19,20,1200,SASN
03/01/2019,20.75,21,20,20.75,800,SASN
02/01/2019,19.8,21,19,19.8,1000,SASN
12/31/2018,19.9,19.9,19.9,19.9,1800,SASN
12/28/2018,19.85,20,19.8,19.85,300,SASN
12/27/2018,19.1,20,18,19.1,1300,SASN
12/24/2018,19.85,19.9,19.8,19.85,400,SASN
12/21/2018,19.9,19.9,19.9,19.9,100,SASN
12/20/2018,19.85,19.9,19.5,19.85,10700,SASN
12/19/2018,19.7,19.9,19.5,19.7,1200,SASN
12/18/2018,19.9,19.9,19.9,19.9,100,SASN
12/14/2018,19.5,19.5,19.5,19.5,2100,SASN
12/13/2018,19.9,19.9,19.9,19.9,1000,SASN
11/12/2018,19.9,21,19.5,19.9,1100,SASN
10/12/2018,19.95,21,19.1,19.95,180800,SASN
07/12/2018,19.2,19.25,19,19.2,11400,SASN
06/12/2018,19.1,19.5,19,19.1,700,SASN
05/12/2018,19.85,20,19,19.85,700,SASN
04/12/2018,19,19,19,19,3000,SASN
03/12/2018,19,20,19,19,7900,SASN
11/30/2018,19,19,19,19,700,SASN
11/29/2018,21,21,21,21,200,SASN
11/27/2018,20.1,20.25,20,20.1,5600,SASN
11/26/2018,20.25,20.5,20,20.25,1000,SASN
11/23/2018,20.25,21,20,20.25,700,SASN
11/22/2018,21,21,21,21,2900,SASN
11/21/2018,21.25,22,21,21.25,2100,SASN
11/20/2018,21.75,22,21,21.75,9200,SASN
11/16/2018,21,21,21,21,1200,SASN
11/15/2018,21,22,21,21,4900,SASN
11/14/2018,21,21,21,21,500,SASN
11/13/2018,22,22,22,22,400,SASN
12/11/2018,22,22,22,22,2100,SASN
08/11/2018,20,20.25,20,20,2300,SASN
07/11/2018,20,20.5,20,20,2000,SASN
06/11/2018,19.05,20,19,19.05,6600,SASN
05/11/2018,19.45,20,19.3,19.45,8200,SASN
02/11/2018,19.3,20,19,19.3,1500,SASN
01/11/2018,19.5,20,19,19.5,200,SASN
10/31/2018,19,19,19,19,10000,SASN
10/30/2018,19.35,20,18.5,19.35,1700,SASN
10/29/2018,20,20,20,20,3000,SASN
10/26/2018,20,20,20,20,1200,SASN
10/25/2018,19.55,20,19.5,19.55,1100,SASN
10/24/2018,19.4,20,19.25,19.4,2700,SASN
10/23/2018,19.6,19.75,19.5,19.6,2600,SASN
10/22/2018,19.6,19.75,19.5,19.6,400,SASN
10/19/2018,19.75,20.25,19.5,19.75,4300,SASN
10/18/2018,19.85,20.25,19.75,19.85,800,SASN
10/17/2018,19.7,19.75,19.5,19.7,1100,SASN
10/16/2018,19.8,20,19.75,19.8,1400,SASN
10/15/2018,19.75,20,19.5,19.75,200,SASN
12/10/2018,19.65,20.5,19,19.65,2700,SASN
09/10/2018,20.5,21,20.5,20.5,11800,SASN
08/10/2018,20.25,21,20.25,20.25,1400,SASN
05/10/2018,21,22,21,21,2300,SASN
04/10/2018,22.25,22.25,22.25,22.25,400,SASN
03/10/2018,22,22,22,22,600,SASN
02/10/2018,21,21,21,21,2000,SASN
01/10/2018,20.75,21,20.5,20.75,2400,SASN
09/28/2018,20,20,20,20,114400,SASN
09/27/2018,20,20,20,20,21500,SASN
09/26/2018,20,20,20,20,400,SASN
09/25/2018,19.75,20,19,19.75,4600,SASN
09/24/2018,20,20,20,20,1300,SASN
09/21/2018,20,20,20,20,900,SASN
09/20/2018,21,21,21,21,100,SASN
09/19/2018,21,21,21,21,500,SASN
09/18/2018,21.5,21.5,21.5,21.5,100,SASN
09/17/2018,20,21,20,20,1300,SASN
09/14/2018,20.75,21.5,20,20.75,400,SASN
09/13/2018,20.75,21,20.75,20.75,5500,SASN
12/09/2018,21,21,21,21,1900,SASN
11/09/2018,21,21.5,21,21,147400,SASN
10/09/2018,20.75,21,20.75,20.75,25300,SASN
06/09/2018,21.25,21.5,21,21.25,2800,SASN
05/09/2018,21.25,21.5,21,21.25,1700,SASN
04/09/2018,20.75,21,20.75,20.75,7300,SASN
08/31/2018,21,21.25,20.75,21,32700,SASN
08/30/2018,20.5,21,20,20.5,2700,SASN
08/29/2018,21,21,21,21,2300,SASN
08/27/2018,21,21.5,21,21,1700,SASN
08/24/2018,21.25,21.5,21,21.25,600,SASN
08/23/2018,21.5,22,21.5,21.5,2200,SASN
08/22/2018,21.75,21.75,21.75,21.75,300,SASN
08/20/2018,20.75,21,20,20.75,33700,SASN
08/17/2018,21.75,22,21.75,21.75,900,SASN
08/16/2018,22,22,22,22,600,SASN
08/15/2018,21.75,22,21.5,21.75,2500,SASN
08/14/2018,22,22,22,22,600,SASN
10/08/2018,21.25,22,21,21.25,4300,SASN
09/08/2018,21.75,23,21.5,21.75,400,SASN
08/08/2018,21,21.75,21,21,186500,SASN
07/08/2018,21.5,23,21,21.5,2900,SASN
06/08/2018,23,23,23,23,1800,SASN
03/08/2018,21,21,21,21,3921800,SASN
01/08/2018,20.25,20.75,19.5,20.25,5800,SASN
07/31/2018,19.25,20,18.25,19.25,2800,SASN
07/30/2018,20,20.75,20,20,6500,SASN
07/27/2018,20.25,20.25,20.25,20.25,1100,SASN
07/26/2018,20.25,20.25,20.25,20.25,8500,SASN
07/25/2018,20.25,20.75,20.25,20.25,2100,SASN
07/24/2018,20,20.75,20,20,42700,SASN
07/23/2018,20,20,20,20,300,SASN
07/20/2018,20.5,20.5,20.5,20.5,100,SASN
07/19/2018,20.75,21,19,20.75,8400,SASN
07/18/2018,20.75,21,20.5,20.75,13700,SASN
07/17/2018,20.5,21.5,19,20.5,12900,SASN
07/16/2018,21,21.5,21,21,8300,SASN
07/13/2018,21,21,21,21,1100,SASN
12/07/2018,21.25,21.5,21,21.25,2000,SASN
11/07/2018,21,21,21,21,700,SASN
10/07/2018,21,22,20,21,5300,SASN
09/07/2018,21,21,21,21,400,SASN
06/07/2018,21,22,21,21,11300,SASN
05/07/2018,21.5,21.5,21.5,21.5,10000,SASN
04/07/2018,22,22,22,22,100,SASN
03/07/2018,21.25,22,21,21.25,400,SASN
02/07/2018,21.5,21.75,21,21.5,300,SASN
06/29/2018,21.25,22,21,21.25,1400,SASN
06/28/2018,22,22,22,22,17800,SASN
06/27/2018,21.25,22,21.25,21.25,50700,SASN
06/26/2018,22,23,22,22,10700,SASN
06/25/2018,21.25,23,21,21.25,69800,SASN
06/22/2018,22,22.75,21,22,5400,SASN
06/21/2018,22.75,23.5,22,22.75,31500,SASN
06/20/2018,22.5,23,22,22.5,1600,SASN
06/19/2018,23,24,22.25,23,2900,SASN
06/18/2018,23.25,23.25,23.25,23.25,2100,SASN
06/14/2018,23.25,24,22,23.25,11700,SASN
06/13/2018,22.25,23,22,22.25,18200,SASN
12/06/2018,22.5,23,22.5,22.5,100900,SASN
11/06/2018,23,24,23,23,4200,SASN
08/06/2018,23,24,23,23,3200,SASN
06/06/2018,23.5,24,23,23.5,300,SASN
05/06/2018,23,23,23,23,11000,SASN
04/06/2018,23.25,23.25,23.25,23.25,700,SASN
05/31/2018,23.25,24,22.75,23.25,3300,SASN
05/30/2018,22.25,23.75,22,22.25,2100,SASN
05/29/2018,22.75,23,22.75,22.75,41400,SASN
05/28/2018,23.75,24,23,23.75,400,SASN
05/25/2018,23.5,24,23.25,23.5,600,SASN
05/24/2018,24,25.25,24,24,2200,SASN
05/23/2018,23.5,24,22.5,23.5,300,SASN
05/22/2018,22.5,23,22.5,22.5,58300,SASN
05/21/2018,22.5,24,22.5,22.5,2100,SASN
05/18/2018,24.75,24.75,24.75,24.75,100,SASN
05/17/2018,24,24.75,24,24,16000,SASN
05/16/2018,24,24,24,24,100,SASN
05/15/2018,24,24.25,24,24,5000,SASN
05/14/2018,24.75,25,24.5,24.75,2200,SASN
11/05/2018,25,25,25,25,900,SASN
10/05/2018,25,25.25,24.75,25,600,SASN
09/05/2018,24.75,25,24.75,24.75,2600,SASN
08/05/2018,25,25.25,25,25,1400,SASN
07/05/2018,24.5,25.25,24.5,24.5,2300,SASN
02/05/2018,25,25,25,25,2600,SASN
04/30/2018,25,25,25,25,500,SASN
04/27/2018,25,25,25,25,1100,SASN
04/26/2018,25,25,25,25,100,SASN
04/25/2018,24.5,25,24.25,24.5,2000,SASN
04/24/2018,24.5,24.5,24.5,24.5,100,SASN
04/23/2018,25,25,25,25,300,SASN
04/20/2018,24.5,24.75,24.5,24.5,600,SASN
04/19/2018,24.75,25,24.75,24.75,1500,SASN
04/18/2018,25,25,25,25,9000,SASN
04/17/2018,25,25.5,25,25,14100,SASN
04/16/2018,25.25,26,25.25,25.25,1100,SASN
04/13/2018,25.25,25.25,25.25,25.25,200,SASN
11/04/2018,25.5,26,25.25,25.5,2500,SASN
10/04/2018,25.25,26,25.25,25.25,40400,SASN
09/04/2018,25.5,25.5,25.5,25.5,200,SASN
06/04/2018,25,25,25,25,1500,SASN
05/04/2018,24.75,25,24.75,24.75,4300,SASN
04/04/2018,24.75,25,24.5,24.75,8300,SASN
03/04/2018,24.5,25,24.5,24.5,400,SASN
03/29/2018,25,26,25,25,492700,SASN
03/28/2018,25,25.25,25,25,53400,SASN
03/27/2018,25,25.25,25,25,15900,SASN
03/26/2018,25.5,26,24.75,25.5,5700,SASN
03/23/2018,25,25.25,25,25,3600,SASN
03/22/2018,25,25.25,25,25,2200,SASN
03/21/2018,25,26,25,25,20300,SASN
03/20/2018,26,26,26,26,5300,SASN
03/19/2018,25.5,25.5,25.5,25.5,1000,SASN
03/16/2018,25.25,25.25,25.25,25.25,20000,SASN
03/15/2018,25,25.5,25,25,2200,SASN
03/14/2018,24.5,25,24.5,24.5,3400,SASN
03/13/2018,25,25.5,25,25,8200,SASN
12/03/2018,24.5,25.5,24.5,24.5,5600,SASN
09/03/2018,25,25.75,24.5,25,9400,SASN
08/03/2018,25.5,26.25,25.5,25.5,20200,SASN
07/03/2018,26,26.25,26,26,5000,SASN
06/03/2018,26,26.25,25.5,26,900,SASN
05/03/2018,25,27,25,25,61100,SASN
02/03/2018,27,27.25,26.5,27,2600,SASN
01/03/2018,27,27,27,27,10300,SASN
02/28/2018,26.75,27,26,26.75,22900,SASN
02/27/2018,26.25,26.5,26,26.25,14800,SASN
02/26/2018,26.25,27,25,26.25,1900,SASN
02/23/2018,26.25,27.25,25.5,26.25,5600,SASN
02/22/2018,25.75,26,25.5,25.75,3500,SASN
02/21/2018,25.5,25.5,25.5,25.5,1100,SASN
02/20/2018,26.5,27,25.5,26.5,2100,SASN
02/19/2018,26.5,27,25,26.5,4700,SASN
02/16/2018,26.25,26.5,25,26.25,6400,SASN
02/15/2018,25,26.5,24.5,25,4800,SASN
02/14/2018,24.5,26.25,24.5,24.5,15700,SASN
02/13/2018,26.75,27,26.25,26.75,2600,SASN
12/02/2018,26.25,26.25,26.25,26.25,2100,SASN
09/02/2018,26.25,27,26,26.25,1400,SASN
08/02/2018,26.5,26.5,26.5,26.5,300,SASN
07/02/2018,25,26.5,25,25,13400,SASN
06/02/2018,26,26.5,26,26,15100,SASN
05/02/2018,26,26.75,26,26,4700,SASN
02/02/2018,26.5,26.75,25.75,26.5,2200,SASN
01/02/2018,26.25,26.5,25.25,26.25,5300,SASN
01/31/2018,26,26,26,26,48000,SASN
01/30/2018,26,26.5,26,26,3800,SASN
01/29/2018,26.25,26.75,26.25,26.25,3400,SASN
01/26/2018,26.25,27,25.5,26.25,18700,SASN
01/25/2018,25.5,26,25.5,25.5,24100,SASN
01/24/2018,25.5,26.5,25.25,25.5,1600,SASN
01/23/2018,25.25,26.5,25,25.25,22600,SASN
01/22/2018,25,26.5,25,25,27100,SASN
01/19/2018,26.75,27,26.5,26.75,4200,SASN
01/18/2018,27.25,27.75,27,27.25,8100,SASN
01/16/2018,26,27,25.75,26,4100,SASN
01/15/2018,25.5,26.5,25.5,25.5,4300,SASN
12/01/2018,25.25,26,25,25.25,2800,SASN
11/01/2018,27,27.75,25.25,27,3000,SASN
10/01/2018,27.75,28,27.25,27.75,11500,SASN
09/01/2018,28,29.5,27,28,18000,SASN
08/01/2018,27,27.75,27,27,1600,SASN
05/01/2018,26,26,26,26,200,SASN
04/01/2018,26.75,27,25.75,26.75,10500,SASN
03/01/2018,25,26.75,25,25,1300,SASN
02/01/2018,27,27.5,27,27,300,SASN
12/29/2017,29.5,30,29.5,29.5,2600,SASN
12/28/2017,31.25,32,30,31.25,700,SASN
12/22/2017,29.25,30,29,29.25,1600,SASN
12/21/2017,27.75,31,26.25,27.75,700,SASN
12/20/2017,28.25,31,26,28.25,5100,SASN
12/19/2017,28.5,30,28,28.5,2900,SASN
12/18/2017,28,28,28,28,2400,SASN
12/15/2017,27,27,27,27,2800,SASN
12/14/2017,26,27,26,26,104600,SASN
12/13/2017,27,27,27,27,100,SASN
11/12/2017,25.75,27,24.75,25.75,98500,SASN
08/12/2017,25.75,26.25,25,25.75,6400,SASN
07/12/2017,26.25,26.5,25.25,26.25,5200,SASN
06/12/2017,25.75,26,24.5,25.75,152000,SASN
05/12/2017,25.5,26.25,24,25.5,39900,SASN
04/12/2017,25.75,26.25,25,25.75,300,SASN
01/12/2017,26.25,26.25,26.25,26.25,2400,SASN
11/30/2017,24.5,26,24.5,24.5,27500,SASN
11/29/2017,26.25,26.25,26.25,26.25,200,SASN
11/27/2017,26,26.25,25.25,26,3100,SASN
11/22/2017,26.5,26.75,25.25,26.5,1300,SASN
11/21/2017,27,27,27,27,11200,SASN
11/20/2017,26.75,27,24.5,26.75,34000,SASN
11/17/2017,25,26.5,24,25,5500,SASN
11/16/2017,25.5,25.5,25.5,25.5,1300,SASN
11/15/2017,25.5,26,25,25.5,3300,SASN
11/14/2017,26,27,26,26,100600,SASN
11/13/2017,26.25,26.5,26,26.25,4200,SASN
10/11/2017,26.5,27,26,26.5,200,SASN
08/11/2017,26,27.5,26,26,1022100,SASN
07/11/2017,27.75,28.5,26.75,27.75,1500,SASN
06/11/2017,26.75,26.75,26.75,26.75,4400,SASN
03/11/2017,26.75,27,26,26.75,133100,SASN
02/11/2017,26,27,26,26,2100,SASN
10/31/2017,26.75,27,26.75,26.75,1500,SASN
10/30/2017,26,26,26,26,6400,SASN
10/27/2017,26,26,26,26,1600,SASN
10/24/2017,26,26,26,26,200,SASN
10/23/2017,25,25,25,25,1200,SASN
10/19/2017,26,26,26,26,400,SASN
10/18/2017,27.25,27.5,26.5,27.25,54900,SASN
10/17/2017,25.5,25.5,25.5,25.5,400,SASN
10/16/2017,26,26,26,26,2100,SASN
10/13/2017,26.25,26.5,26.25,26.25,16900,SASN
12/10/2017,26.5,26.5,26.5,26.5,100,SASN
11/10/2017,25,25,25,25,3700,SASN
10/10/2017,26.75,27.5,25,26.75,13700,SASN
09/10/2017,26.75,26.75,26.75,26.75,200,SASN
06/10/2017,25,25,25,25,400,SASN
05/10/2017,25,25,25,25,100,SASN
04/10/2017,24,26.25,24,24,3200,SASN
03/10/2017,26.25,26.25,26.25,26.25,1100,SASN
02/10/2017,24.25,25,24,24.25,5800,SASN
09/29/2017,26.5,26.5,26.5,26.5,2900,SASN
09/28/2017,25.25,26,24.25,25.25,600,SASN
09/27/2017,26,26.5,26,26,1500,SASN
09/26/2017,26.5,26.5,26.5,26.5,300,SASN
09/25/2017,25.5,26.5,25.5,25.5,4600,SASN
09/22/2017,26.25,26.5,26.25,26.25,600,SASN
09/21/2017,25.5,26.25,24.5,25.5,9200,SASN
09/20/2017,25.75,26.5,25,25.75,3100,SASN
09/19/2017,26.5,26.75,26,26.5,12400,SASN
09/18/2017,26.25,26.5,25.25,26.25,2400,SASN
09/15/2017,26.5,26.75,26.5,26.5,5000,SASN
09/14/2017,26.25,26.5,26,26.25,500,SASN
09/13/2017,26.5,26.75,25.25,26.5,15900,SASN
12/09/2017,26.5,26.75,26,26.5,5300,SASN
11/09/2017,26.5,26.75,26.5,26.5,200,SASN
08/09/2017,25.25,25.25,25.25,25.25,100,SASN
07/09/2017,23,23.25,23,23,5200,SASN
06/09/2017,23,24,23,23,1200,SASN
05/09/2017,23.25,24,23.25,23.25,1500,SASN
04/09/2017,24.25,26.5,22.5,24.25,800,SASN
01/09/2017,25,26.75,24.5,25,6600,SASN
08/31/2017,26.75,27,26,26.75,11000,SASN
08/30/2017,27,27,27,27,200,SASN
08/29/2017,26.5,27,26.25,26.5,500,SASN
08/28/2017,27,27,27,27,100,SASN
08/25/2017,26.5,27,26.25,26.5,600,SASN
08/24/2017,26.75,26.75,26.75,26.75,100,SASN
08/23/2017,25.75,26.75,25.75,25.75,1100,SASN
08/22/2017,25.75,26,25.75,25.75,900,SASN
08/21/2017,26.75,27,25.75,26.75,10600,SASN
08/18/2017,26,27,25.25,26,3000,SASN
08/17/2017,26.5,27,25,26.5,30700,SASN
08/16/2017,25.5,26.5,25,25.5,17500,SASN
08/15/2017,25.75,26.5,25,25.75,5600,SASN
08/14/2017,24.5,24.5,24.5,24.5,1700,SASN
11/08/2017,26,26.5,24.5,26,1600,SASN
10/08/2017,27,27,27,27,100,SASN
09/08/2017,26.5,27,25,26.5,600,SASN
07/08/2017,27,27,27,27,100,SASN
04/08/2017,25.25,25.25,25.25,25.25,100,SASN
03/08/2017,25.25,25.5,24.5,25.25,27100,SASN
02/08/2017,25,26.75,25,25,4900,SASN
01/08/2017,24.5,27,24.5,24.5,20800,SASN
07/31/2017,25.25,25.25,25.25,25.25,8500,SASN
07/28/2017,27,27.5,26.5,27,900,SASN
07/27/2017,27,27,26,27,25100,SASN
07/26/2017,25.25,25.25,25.25,25.25,11900,SASN
07/25/2017,26,26.75,25,26,107000,SASN
07/24/2017,25.5,25.75,25,25.5,18800,SASN
07/21/2017,25,26,25,25,6900,SASN
07/20/2017,25.75,25.75,25.75,25.75,400,SASN
07/19/2017,25.5,26.5,25.5,25.5,1700,SASN
07/18/2017,26.25,26.5,25.5,26.25,400,SASN
07/17/2017,25,25.5,25,25,10500,SASN
07/14/2017,26.5,26.5,26.5,26.5,100,SASN
07/13/2017,25.5,26.5,25.25,25.5,400,SASN
12/07/2017,25.25,26.75,25,25.25,2900,SASN
11/07/2017,24.75,25,24.25,24.75,8700,SASN
10/07/2017,25,27,24,25,10600,SASN
07/07/2017,26.5,27,25,26.5,1100,SASN
06/07/2017,25.5,27,25,25.5,10100,SASN
05/07/2017,25.25,26,25,25.25,28500,SASN
04/07/2017,25.5,27.25,25.5,25.5,3000,SASN
03/07/2017,26.5,27.25,25.5,26.5,1200,SASN
06/30/2017,26.5,27.5,26.5,26.5,3000,SASN
06/29/2017,26.5,27.5,26.5,26.5,1200,SASN
06/28/2017,26.5,27.25,26.5,26.5,6100,SASN
06/27/2017,26.5,27.5,26.5,26.5,3300,SASN
06/23/2017,27.5,27.5,27.5,27.5,900,SASN
06/22/2017,26.5,27.25,26.5,26.5,2200,SASN
06/21/2017,26.25,26.5,25,26.25,2700,SASN
06/20/2017,26.5,27.5,24.75,26.5,6300,SASN
06/19/2017,25.75,26.5,25.75,25.75,5200,SASN
06/16/2017,25.75,26.5,25.75,25.75,1600,SASN
06/15/2017,26,27,25.75,26,4900,SASN
06/14/2017,26,26.5,25.75,26,3400,SASN
06/13/2017,25.5,26.5,25.5,25.5,6700,SASN
12/06/2017,26.5,26.5,26.5,26.5,500,SASN
09/06/2017,26,26.5,26,26,2400,SASN
08/06/2017,26.25,26.5,25.75,26.25,700,SASN
07/06/2017,25.5,25.75,25.5,25.5,500,SASN
06/06/2017,25.75,27,25.5,25.75,800,SASN
05/06/2017,27.25,27.75,25.5,27.25,11000,SASN
02/06/2017,27.25,27.5,25.5,27.25,78000,SASN
05/31/2017,25.5,25.5,25.5,25.5,16000,SASN
05/30/2017,25.5,26,25.5,25.5,13800,SASN
05/29/2017,28,28,26.25,28,125800,SASN
05/26/2017,27.5,28,26.5,27.5,32300,SASN
05/25/2017,27.5,27.75,27,27.5,12600,SASN
05/24/2017,27.75,27.75,27.75,27.75,100,SASN
05/23/2017,26.75,27.5,25.25,26.75,32700,SASN
05/22/2017,25.75,27.5,25.25,25.75,3700,SASN
05/19/2017,26.25,27.25,25,26.25,3700,SASN
05/18/2017,25,25,25,25,2200,SASN
05/17/2017,25.25,27.5,25,25.25,10500,SASN
05/16/2017,25.25,27,25,25.25,13500,SASN
05/15/2017,25.75,26,25.25,25.75,35900,SASN
12/05/2017,27.25,27.5,25.25,27.25,51800,SASN
11/05/2017,25.5,26.75,25.5,25.5,8300,SASN
10/05/2017,25.5,26,25.5,25.5,2000,SASN
09/05/2017,26,26.75,26,26,8100,SASN
08/05/2017,26.75,27.5,26,26.75,2800,SASN
05/05/2017,26,27.5,26,26,7500,SASN
04/05/2017,27.25,27.75,26,27.25,700,SASN
03/05/2017,26.75,27.75,26,26.75,8000,SASN
02/05/2017,27.25,27.75,25.75,27.25,43200,SASN
04/28/2017,27,28,25.75,27,1600,SASN
04/27/2017,27,27.75,25.75,27,17700,SASN
04/26/2017,27.5,27.75,25,27.5,2100,SASN
04/25/2017,26.75,27.75,24.75,26.75,30900,SASN
04/21/2017,27,28,25.25,27,9100,SASN
04/20/2017,28,28,28,28,24300,SASN
04/19/2017,26,26.25,24.25,26,10100,SASN
04/18/2017,24,26.5,24,24,7300,SASN
04/13/2017,24.5,24.5,24.5,24.5,100,SASN
12/04/2017,26.5,27,26.5,26.5,3400,SASN
11/04/2017,27.75,28,24.5,27.75,2130200,SASN
10/04/2017,25.5,26,24,25.5,276600,SASN
07/04/2017,24.25,25.5,24,24.25,20300,SASN
06/04/2017,24.25,25.5,24,24.25,1700,SASN
05/04/2017,26,26,25.75,26,5800,SASN
04/04/2017,25.5,26,23.75,25.5,18500,SASN
03/04/2017,25.75,26.5,23.75,25.75,4300,SASN
03/31/2017,26,26.5,25,26,96800,SASN
03/30/2017,24.25,24.25,24.25,24.25,17200,SASN
03/29/2017,24.25,26,24,24.25,2100,SASN
03/28/2017,23.75,24,23,23.75,31200,SASN
03/27/2017,22.75,23,22.5,22.75,9500,SASN
03/24/2017,22.5,24,22.5,22.5,12200,SASN
03/23/2017,23.5,23.75,22.5,23.5,47400,SASN
03/22/2017,21.75,22,21.75,21.75,1300,SASN
03/21/2017,22,22.5,20,22,4200,SASN
03/20/2017,21.75,22,21.75,21.75,400,SASN
03/17/2017,21.75,22,20.75,21.75,78700,SASN
03/16/2017,21.5,22,20.75,21.5,12700,SASN
03/15/2017,21.25,22,21,21.25,12100,SASN
03/14/2017,21.25,22,20,21.25,207500,SASN
03/13/2017,20.75,20.75,19.6,20.75,110000,SASN
10/03/2017,20.25,20.5,20.25,20.25,400,SASN
09/03/2017,20.75,21,20.5,20.75,32800,SASN
08/03/2017,20.25,20.25,20.25,20.25,7000,SASN
07/03/2017,20.75,21.25,20,20.75,31600,SASN
06/03/2017,20.25,20.75,20.25,20.25,30100,SASN
02/03/2017,19,19,19,19,10000,SASN
01/03/2017,18.6,18.6,18.6,18.6,200,SASN
02/28/2017,20,20,20,20,300,SASN
02/27/2017,20.5,21.25,20,20.5,2200,SASN
02/24/2017,20.75,21,20.5,20.75,6800,SASN
02/23/2017,20.5,21.75,20.25,20.5,1000,SASN
02/22/2017,20.75,22,20.75,20.75,100200,SASN
02/21/2017,21,21.25,18.6,21,54100,SASN
02/20/2017,19.85,20.5,18.6,19.85,3400,SASN
02/17/2017,18.65,20,18.5,18.65,9000,SASN
02/16/2017,20,20.5,20,20,77400,SASN
02/15/2017,19.9,20.25,19,19.9,66700,SASN
02/14/2017,19.35,19.6,19,19.35,40200,SASN
02/13/2017,20,20.25,20,20,2700,SASN
10/02/2017,19.95,20.25,19.5,19.95,51800,SASN
09/02/2017,20,20,18.5,20,274800,SASN
08/02/2017,18.5,19.4,17.6,18.5,317700,SASN
07/02/2017,17.8,18.5,17.65,17.8,4500,SASN
06/02/2017,17.8,18.1,17.6,17.8,500,SASN
03/02/2017,19.2,19.2,19.2,19.2,1000,SASN
02/02/2017,19,19,19,19,200,SASN
01/02/2017,18.65,19,18.5,18.65,300,SASN
01/31/2017,18,18,18,18,1300,SASN
01/30/2017,17.6,17.85,17.6,17.6,19400,SASN
01/27/2017,17.6,18,17.6,17.6,9600,SASN
01/26/2017,17.5,17.6,17.5,17.5,93300,SASN
01/25/2017,17.6,18,17.5,17.6,2300,SASN
01/24/2017,17.55,19.1,17.5,17.55,12600,SASN
01/23/2017,17.45,19.4,17,17.45,500,SASN
01/20/2017,17.7,18.2,17.5,17.7,1500,SASN
01/18/2017,18.2,18.2,18.2,18.2,800,SASN
01/17/2017,17.5,17.55,17.5,17.5,2500,SASN
01/16/2017,18.2,19.4,18,18.2,600,SASN
01/13/2017,18.25,19.5,17.9,18.25,1400,SASN
12/01/2017,20,20,20,20,1100,SASN
11/01/2017,19.45,19.5,19,19.45,7600,SASN
10/01/2017,19.85,20.75,19.5,19.85,4300,SASN
09/01/2017,20.25,20.75,20,20.25,1100,SASN
06/01/2017,20.75,21,19.5,20.75,69900,SASN
05/01/2017,20.25,21,20,20.25,1000,SASN
04/01/2017,19.85,21,19.5,19.85,3400,SASN
03/01/2017,19.9,21,19.2,19.9,4900,SASN
